time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-28T15:53:14.95Z,49.4458989,17.1300441,210.849,0.07,0.01,-0.03,615.324,935.738,0.65,0.00000,180.00000,3,5
2018-08-28T15:53:15.39Z,49.4457418,17.1303180,205.682,0.01,-0.13,0.16,147.302,197.843,1.14,0.00000,180.00000,3,6
2018-08-28T15:53:16.19Z,49.4457056,17.1303483,203.124,0.10,-0.06,0.27,48.576,62.800,0.77,0.00000,180.00000,3,7
2018-08-28T15:53:16.59Z,49.4457140,17.1303330,204.548,0.06,-0.24,0.33,34.147,43.824,0.71,0.00000,78.16442,3,7
2018-08-28T15:53:16.98Z,49.4457441,17.1302783,205.441,-0.51,-0.69,0.33,27.061,34.295,0.50,259.97249,40.16230,3,7
2018-08-28T15:53:17.39Z,49.4457448,17.1302874,206.524,-0.10,-0.31,0.65,24.485,30.899,0.86,259.97249,40.16615,3,7
2018-08-28T15:53:17.80Z,49.4457352,17.1303008,208.737,0.27,-0.24,0.96,20.956,26.251,0.99,259.97249,40.17085,3,8
2018-08-28T15:53:18.20Z,49.4457326,17.1303170,209.981,0.31,0.04,0.92,18.662,23.513,0.96,259.97249,40.17520,3,8
2018-08-28T15:53:18.60Z,49.4457287,17.1303386,211.493,0.42,0.24,0.78,16.941,21.689,1.09,259.97249,40.18007,3,8
2018-08-28T15:53:19.00Z,49.4457295,17.1303470,211.264,0.57,-0.15,1.27,14.280,19.033,1.14,259.97249,40.18630,3,8
2018-08-28T15:53:19.39Z,49.4457285,17.1303521,211.863,-0.14,-0.02,1.01,12.404,16.936,1.22,259.97249,40.19176,3,8
2018-08-28T15:53:19.79Z,49.4457276,17.1303428,211.612,-0.03,-0.29,1.23,11.414,15.828,1.18,259.97249,40.19749,3,8
2018-08-28T15:53:20.19Z,49.4457296,17.1303368,211.803,0.50,0.00,1.21,10.617,14.988,1.08,259.97249,40.20341,3,8
2018-08-28T15:53:20.61Z,49.4457291,17.1303381,211.744,0.22,-0.08,0.80,10.158,14.419,1.08,259.97249,40.20827,3,8
2018-08-28T15:53:21.00Z,49.4457285,17.1303405,211.550,0.24,0.38,1.18,9.697,13.828,0.97,259.97249,40.21378,3,8
2018-08-28T15:53:21.41Z,49.4457173,17.1303457,211.506,0.07,0.24,0.59,8.629,12.674,0.82,259.97249,40.21745,3,8
2018-08-28T15:53:21.81Z,49.4456963,17.1303607,211.184,0.02,0.08,0.62,7.511,11.305,0.77,259.97249,40.22082,3,8
2018-08-28T15:53:22.18Z,49.4457343,17.1303541,209.325,0.02,-0.03,-0.27,9.852,21.924,1.16,259.97249,180.00000,3,8
