time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-07-19T20:57:42.00Z,38.2003096,-121.2731975,1203.885,27.49,-44.29,0.96,171.404,132.199,4.60,301.82778,16.95987,3,4
2018-07-19T20:57:42.20Z,38.2002982,-121.2732803,1195.709,27.48,-44.28,0.96,158.301,100.556,5.69,301.82471,15.63696,3,4
2018-07-19T20:57:42.40Z,38.2003735,-121.2733668,1192.965,32.35,-43.05,-1.18,131.159,84.617,2.89,306.92553,9.92278,3,4
2018-07-19T20:57:42.60Z,38.2004743,-121.2734199,1194.300,33.55,-42.40,-1.97,87.943,57.046,1.74,308.35630,6.57141,3,6
2018-07-19T20:57:42.80Z,38.2005653,-121.2735051,1196.405,34.44,-42.04,-2.48,76.089,49.285,1.58,309.32509,5.79980,3,5
2018-07-19T20:57:43.00Z,38.2006570,-121.2735961,1198.627,35.11,-40.94,-2.35,62.637,45.208,1.61,310.61586,4.87157,3,4
2018-07-19T20:57:43.20Z,38.2007251,-121.2736911,1199.197,37.26,-38.68,-2.43,52.290,42.416,1.68,313.93432,3.62280,3,4
2018-07-19T20:57:43.40Z,38.2008086,-121.2737730,1201.421,37.43,-38.96,-2.18,43.770,39.949,1.33,313.85487,2.81525,3,6
2018-07-19T20:57:43.60Z,38.2008891,-121.2738496,1202.904,38.09,-38.12,-2.05,36.392,37.787,1.19,314.97894,2.29166,3,6
2018-07-19T20:57:43.80Z,38.2009322,-121.2739635,1205.697,38.56,-38.41,-2.83,27.995,35.824,1.15,315.11537,1.59035,3,9
2018-07-19T20:57:44.00Z,38.2009923,-121.2740652,1208.821,39.33,-38.36,-3.65,23.813,34.168,1.07,315.71390,1.54090,3,9
2018-07-19T20:57:44.20Z,38.2010756,-121.2741461,1210.674,40.75,-36.73,-4.10,21.832,32.847,1.00,317.96995,1.48251,3,8
2018-07-19T20:57:44.40Z,38.2011417,-121.2742531,1213.696,41.59,-35.81,-4.30,19.560,31.033,0.91,319.27070,1.35480,3,9
2018-07-19T20:57:44.60Z,38.2012071,-121.2743558,1217.086,42.34,-34.93,-4.62,17.755,29.701,0.85,320.47194,1.23436,3,9
2018-07-19T20:57:44.80Z,38.2012806,-121.2744394,1219.760,43.04,-34.23,-4.97,16.355,28.597,0.98,321.50538,1.25008,3,10
2018-07-19T20:57:45.00Z,38.2013554,-121.2745154,1220.318,43.98,-33.32,-5.13,15.598,27.794,0.97,322.85205,1.37457,3,8
2018-07-19T20:57:45.20Z,38.2014294,-121.2745966,1222.031,45.13,-32.43,-5.12,14.619,26.852,0.95,324.30033,1.19481,3,10
2018-07-19T20:57:45.40Z,38.2015090,-121.2746673,1222.392,45.07,-31.45,-4.93,13.804,25.645,0.95,325.09140,1.21753,3,10
2018-07-19T20:57:45.60Z,38.2015924,-121.2747357,1223.306,45.74,-30.60,-5.22,13.085,24.561,0.87,326.21954,1.14229,3,10
2018-07-19T20:57:45.80Z,38.2016749,-121.2748023,1224.414,46.02,-29.57,-5.43,12.358,23.488,0.86,327.28047,1.06259,3,10
2018-07-19T20:57:46.00Z,38.2017672,-121.2748538,1224.880,46.85,-28.62,-5.41,11.576,22.217,0.86,328.58242,0.87010,3,11
2018-07-19T20:57:46.20Z,38.2018534,-121.2749130,1224.976,47.22,-27.82,-5.42,11.039,21.189,0.87,329.49385,0.81479,3,10
2018-07-19T20:57:46.40Z,38.2019452,-121.2749644,1225.003,47.94,-26.71,-5.26,10.559,20.237,0.83,330.87929,0.78159,3,11
2018-07-19T20:57:46.60Z,38.2020378,-121.2750159,1225.459,48.56,-25.95,-5.56,10.169,19.465,0.86,331.87871,0.76994,3,11
2018-07-19T20:57:46.80Z,38.2021285,-121.2750688,1225.522,49.19,-25.01,-5.78,9.740,18.511,0.93,333.05427,0.80188,3,12
2018-07-19T20:57:47.00Z,38.2022187,-121.2751221,1225.990,49.60,-24.02,-5.69,9.349,17.768,0.81,334.15792,0.90970,3,12
