time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-07-25T22:00:19.40Z,38.2177379,-121.2583835,1903.006,-35.42,43.38,-5.40,159.202,99.615,8.87,129.23393,3.22444,3,4
2018-07-25T22:00:19.60Z,38.2176717,-121.2582804,1904.453,-35.53,43.42,-5.56,118.986,77.010,7.22,129.29075,3.18241,3,4
2018-07-25T22:00:20.20Z,38.2174823,-121.2579974,1906.549,-35.77,42.94,-5.55,82.672,51.826,4.42,129.78932,1.92679,3,4
2018-07-25T22:00:20.40Z,38.2174223,-121.2579072,1906.969,-35.90,42.84,-5.32,75.466,47.331,4.15,129.95942,1.83701,3,4
2018-07-25T22:00:20.60Z,38.2173594,-121.2578159,1907.522,-35.84,42.68,-5.26,69.948,43.889,3.96,130.02365,1.78953,3,4
2018-07-25T22:00:20.80Z,38.2172959,-121.2577223,1908.271,-35.95,42.40,-5.08,65.557,40.981,3.82,130.29522,1.74826,3,4
2018-07-25T22:00:21.00Z,38.2172326,-121.2576303,1909.011,-35.88,42.30,-5.19,62.000,38.615,3.71,130.30225,1.72947,3,4
2018-07-25T22:00:21.20Z,38.2171708,-121.2575390,1909.737,-35.88,42.14,-5.21,59.044,36.675,3.63,130.41536,1.71646,3,4
2018-07-25T22:00:21.40Z,38.2171100,-121.2574492,1910.371,-35.93,41.92,-5.18,56.508,35.066,3.57,130.59564,1.70741,3,4
2018-07-25T22:00:21.60Z,38.2170494,-121.2573583,1911.088,-35.92,41.83,-5.19,54.332,33.674,3.51,130.65550,1.69844,3,4
2018-07-25T22:00:21.80Z,38.2169905,-121.2572712,1911.556,-35.94,41.66,-5.09,52.493,32.501,3.48,130.78865,1.69171,3,4
2018-07-25T22:00:22.00Z,38.2169293,-121.2571804,1912.306,-36.00,41.44,-5.00,50.912,31.499,3.45,130.98077,1.68614,3,4
2018-07-25T22:00:22.20Z,38.2168715,-121.2570937,1912.780,-36.03,41.27,-4.98,49.475,30.591,3.43,131.12170,1.68255,3,4
2018-07-25T22:00:22.40Z,38.2168160,-121.2570099,1913.073,-36.02,41.11,-4.95,48.141,29.802,3.43,131.22520,1.68493,3,4
2018-07-25T22:00:22.60Z,38.2167605,-121.2569261,1913.339,-36.13,40.89,-4.80,46.920,29.103,3.41,131.46478,1.68444,3,4
2018-07-25T22:00:22.80Z,38.2167002,-121.2568385,1913.908,-36.17,40.68,-4.74,45.765,28.451,3.40,131.64115,1.68089,3,4
2018-07-25T22:00:23.00Z,38.2166381,-121.2567493,1914.623,-36.20,40.50,-4.69,44.699,27.848,3.39,131.79186,1.67777,3,4
2018-07-25T22:00:23.20Z,38.2165761,-121.2566609,1915.253,-36.30,40.34,-4.52,43.681,27.282,3.38,131.98789,1.67074,3,4
2018-07-25T22:00:23.40Z,38.2165085,-121.2565694,1916.151,-36.95,40.36,-4.68,42.745,26.769,3.39,132.47260,1.64275,3,4
