time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-16T17:45:11.00Z,37.7294546,-121.3325426,12.438,-0.69,-5.46,-9.33,68.427,87.241,3.55,262.77919,8.90505,3,9
2018-08-16T17:45:11.40Z,37.7294422,-121.3324830,2.344,-0.49,-4.26,-6.38,49.678,65.135,2.49,262.99040,13.64222,3,9
2018-08-16T17:45:12.00Z,37.7294364,-121.3325056,3.618,-0.67,-2.13,-3.44,27.664,37.362,1.71,255.01795,15.38676,3,9
2018-08-16T17:45:12.20Z,37.7294406,-121.3325050,1.163,-0.42,-1.83,-2.64,25.179,34.410,1.63,255.92590,18.09939,3,9
2018-08-16T17:45:12.40Z,37.7294432,-121.3325081,1.108,-0.30,-1.37,-2.44,22.741,31.444,1.63,256.49754,28.07959,3,10
2018-08-16T17:45:12.60Z,37.7294441,-121.3325239,2.619,-0.52,-1.32,-2.19,20.407,28.661,1.55,252.74284,30.28983,3,10
2018-08-16T17:45:12.80Z,37.7294441,-121.3325423,4.611,-0.52,-1.04,-2.16,18.375,26.273,1.52,249.31390,39.49316,3,10
2018-08-16T17:45:13.00Z,37.7294425,-121.3325585,6.569,-0.52,-0.80,-1.95,16.907,24.574,1.49,249.31390,39.49812,3,9
2018-08-16T17:45:13.20Z,37.7294392,-121.3325749,8.829,-0.35,-0.46,-1.83,15.592,23.010,1.44,249.31390,39.50249,3,9
2018-08-16T17:45:13.40Z,37.7294346,-121.3325945,11.880,-0.48,-0.34,-1.54,14.437,21.464,1.34,249.31390,39.50624,3,9
2018-08-16T17:45:13.60Z,37.7294309,-121.3326081,14.474,-0.34,-0.27,-1.46,13.471,20.176,1.28,249.31390,39.50972,3,9
2018-08-16T17:45:13.80Z,37.7294293,-121.3326193,16.349,-0.17,-0.20,-1.15,12.785,19.178,1.23,249.31390,39.51251,3,9
2018-08-16T17:45:14.00Z,37.7294288,-121.3326266,17.495,-0.42,-0.24,-0.93,12.203,18.379,1.20,249.31390,39.51524,3,9
2018-08-16T17:45:14.20Z,37.7294290,-121.3326353,18.656,0.04,-0.20,-1.19,11.696,17.680,1.13,249.31390,39.51800,3,9
2018-08-16T17:45:14.40Z,37.7294293,-121.3326422,19.418,-0.31,-0.25,-1.00,11.268,17.103,1.17,249.31390,39.52068,3,9
2018-08-16T17:45:14.60Z,37.7294300,-121.3326451,19.414,-0.13,-0.03,-0.58,10.907,16.653,1.19,249.31390,39.52338,3,10
