time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-16T21:58:22.80Z,37.7133749,-121.3808322,1037.177,-36.14,32.62,-6.50,111.106,149.149,4.97,137.92983,9.64181,3,6
2018-08-16T21:58:23.20Z,37.7134337,-121.3805710,1064.910,-36.18,32.76,-6.33,33.304,38.989,1.61,137.83882,1.84004,3,8
2018-08-16T21:58:23.80Z,37.7132208,-121.3804261,1077.724,-36.07,33.39,-5.88,16.160,22.039,0.80,137.20771,0.75648,3,9
2018-08-16T21:58:24.00Z,37.7131436,-121.3803501,1080.798,-35.95,33.43,-5.83,13.573,18.733,0.68,137.08032,0.64969,3,9
2018-08-16T21:58:24.20Z,37.7130648,-121.3802868,1084.137,-36.08,33.60,-5.76,11.498,15.899,0.64,137.04356,0.49253,3,10
2018-08-16T21:58:24.40Z,37.7129945,-121.3802118,1085.813,-35.77,33.69,-5.65,10.123,14.031,0.61,136.71425,0.48076,3,10
2018-08-16T21:58:24.60Z,37.7129317,-121.3801287,1090.124,-35.66,33.89,-5.56,9.171,12.711,0.62,136.46199,0.51032,3,11
2018-08-16T21:58:24.80Z,37.7128709,-121.3800439,1093.354,-35.56,34.07,-5.34,8.470,11.691,0.60,136.23313,0.61180,3,11
2018-08-16T21:58:25.20Z,37.7127537,-121.3798841,1098.520,-35.05,34.46,-4.97,7.892,10.827,0.62,135.48390,0.70861,3,13
2018-08-16T21:58:25.40Z,37.7126878,-121.3798038,1099.933,-35.18,34.51,-4.83,7.458,10.230,0.60,135.55193,0.72621,3,11
2018-08-16T21:58:25.60Z,37.7126217,-121.3797257,1100.927,-35.09,34.67,-4.78,6.891,9.471,0.51,135.34453,0.55348,3,11
2018-08-16T21:58:25.80Z,37.7125569,-121.3796480,1102.659,-34.93,34.87,-4.69,6.385,8.874,0.50,135.04600,0.49056,3,11
2018-08-16T21:58:26.00Z,37.7124934,-121.3795709,1105.033,-34.68,35.10,-4.62,5.957,8.384,0.48,134.65637,0.48715,3,11
2018-08-16T21:58:26.20Z,37.7124288,-121.3794935,1107.250,-34.60,35.26,-4.67,5.577,7.947,0.48,134.45373,0.44733,3,12
2018-08-16T21:58:26.40Z,37.7123645,-121.3794159,1109.392,-34.55,35.35,-4.61,5.271,7.584,0.49,134.34685,0.44963,3,13
2018-08-16T21:58:26.60Z,37.7122995,-121.3793352,1111.180,-34.35,35.57,-4.48,5.004,7.275,0.47,133.99703,0.44759,3,13
2018-08-16T21:58:26.80Z,37.7122350,-121.3792567,1113.256,-34.30,35.69,-4.52,4.749,6.899,0.47,133.86351,0.40626,3,13
2018-08-16T21:58:27.00Z,37.7121701,-121.3791761,1114.909,-34.27,35.90,-4.55,4.544,6.598,0.48,133.67092,0.40851,3,13
2018-08-16T21:58:27.20Z,37.7121053,-121.3790976,1116.910,-34.19,36.02,-4.55,4.330,6.204,0.49,133.50693,0.34861,3,13
2018-08-16T21:58:27.40Z,37.7120427,-121.3790185,1118.722,-34.03,36.19,-4.41,4.157,5.894,0.49,133.23705,0.36003,3,13
2018-08-16T21:58:27.60Z,37.7119807,-121.3789379,1120.097,-34.00,36.34,-4.30,4.000,5.623,0.48,133.09927,0.35344,3,13
