time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-07-20T19:18:53.80Z,38.2031744,-121.2827976,1261.002,7.13,-50.56,-11.26,641.392,635.300,45.78,278.02207,34.09413,3,4
2018-07-20T19:18:54.00Z,38.2033746,-121.2830953,1240.298,7.55,-50.82,-11.01,497.923,459.444,33.66,278.44831,32.43108,3,4
2018-07-20T19:18:54.20Z,38.2033824,-121.2832483,1236.241,7.38,-50.58,-11.19,430.083,412.416,20.14,278.29749,19.29542,3,4
2018-07-20T19:18:54.40Z,38.2033360,-121.2832901,1244.526,8.26,-51.38,-10.30,322.323,308.264,12.24,279.12785,11.88022,3,4
2018-07-20T19:18:54.60Z,38.2032140,-121.2831708,1270.214,9.20,-52.24,-9.34,103.906,90.416,4.82,279.98578,6.62340,3,6
2018-07-20T19:18:54.80Z,38.2032136,-121.2832437,1277.596,9.31,-52.33,-9.13,68.797,53.874,2.28,280.08313,4.94841,3,6
2018-07-20T19:18:55.00Z,38.2032226,-121.2833655,1275.797,10.17,-52.33,-8.63,53.683,39.383,1.48,280.99889,3.41348,3,6
2018-07-20T19:18:55.20Z,38.2032676,-121.2835006,1273.476,10.72,-52.72,-8.05,42.702,30.514,1.06,281.49462,2.55537,3,6
2018-07-20T19:18:55.40Z,38.2033075,-121.2836242,1275.515,10.93,-52.50,-7.92,36.450,25.704,0.80,281.75981,2.01613,3,6
2018-07-20T19:18:55.60Z,38.2033357,-121.2837343,1277.555,11.54,-52.41,-7.84,32.509,22.511,0.75,282.41981,1.81105,3,6
2018-07-20T19:18:55.80Z,38.2033572,-121.2838513,1279.421,11.74,-52.54,-7.82,28.461,19.935,0.74,282.59667,1.61351,3,7
2018-07-20T19:18:56.00Z,38.2033381,-121.2839672,1280.899,11.91,-52.35,-7.78,23.345,18.165,0.76,282.81851,1.40470,3,9
2018-07-20T19:18:56.20Z,38.2033423,-121.2840830,1282.070,12.55,-52.30,-7.60,20.200,16.763,0.76,283.49231,1.33697,3,10
2018-07-20T19:18:56.40Z,38.2033557,-121.2841934,1283.885,12.91,-52.34,-7.62,17.959,15.638,0.76,283.86144,1.31773,3,11
2018-07-20T19:18:56.60Z,38.2033696,-121.2843081,1285.818,13.39,-52.19,-7.51,16.154,14.692,0.75,284.39291,1.16100,3,11
2018-07-20T19:18:56.80Z,38.2033890,-121.2844295,1286.953,13.90,-52.15,-7.44,14.900,14.161,1.02,284.92969,1.16686,3,10
2018-07-20T19:18:57.00Z,38.2034108,-121.2845490,1288.339,14.35,-51.94,-7.37,13.868,13.656,0.93,285.44448,0.96298,3,11
2018-07-20T19:18:57.20Z,38.2034370,-121.2846701,1289.799,14.63,-51.82,-7.31,13.094,13.271,0.91,285.76457,0.83183,3,10
2018-07-20T19:18:57.40Z,38.2034641,-121.2847906,1291.005,15.01,-51.59,-7.27,12.474,12.928,0.92,286.22678,0.83001,3,10
2018-07-20T19:18:57.60Z,38.2034916,-121.2849080,1292.242,15.34,-51.29,-7.33,11.914,12.565,0.88,286.65367,0.83628,3,11
2018-07-20T19:18:57.80Z,38.2035205,-121.2850263,1293.430,16.14,-51.57,-7.36,11.437,12.234,0.90,287.37872,0.83170,3,11
2018-07-20T19:18:58.00Z,38.2035511,-121.2851437,1294.739,16.58,-51.58,-7.32,11.015,11.921,0.87,287.82333,0.82156,3,11
