time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-06-28T21:45:49.20Z,38.2105864,-121.2655782,1673.582,-20.38,49.53,-7.27,360.535,199.775,25.28,112.36126,39.36232,3,4
2018-06-28T21:45:49.40Z,38.2105652,-121.2654125,1673.986,-22.03,46.70,-7.56,249.725,148.708,13.56,115.25516,24.68469,3,4
2018-06-28T21:45:49.60Z,38.2105115,-121.2653320,1678.527,-21.49,47.66,-5.83,197.694,125.444,7.06,114.26961,11.83701,3,4
2018-06-28T21:45:49.80Z,38.2104696,-121.2652448,1681.976,-20.86,48.48,-5.51,151.231,101.405,4.34,113.28741,6.73168,3,4
2018-06-28T21:45:50.00Z,38.2104045,-121.2651996,1688.774,-20.59,48.88,-5.93,122.867,85.793,3.01,112.84044,4.38665,3,4
2018-06-28T21:45:50.20Z,38.2103383,-121.2651446,1692.524,-20.83,48.61,-6.34,106.165,75.544,2.47,113.20082,3.61615,3,4
2018-06-28T21:45:50.40Z,38.2102682,-121.2650948,1698.789,-20.61,48.65,-6.49,94.075,67.921,2.17,112.95425,3.09393,3,4
2018-06-28T21:45:50.60Z,38.2101880,-121.2650675,1705.150,-20.86,48.37,-6.78,85.191,62.482,1.99,113.32405,2.82517,3,4
2018-06-28T21:45:50.80Z,38.2101191,-121.2650146,1710.432,-20.56,48.56,-6.77,78.779,58.202,1.94,112.94899,2.64147,3,4
2018-06-28T21:45:51.00Z,38.2100728,-121.2649195,1713.676,-20.59,48.57,-6.97,73.771,54.967,1.89,112.97587,2.51981,3,4
2018-06-28T21:45:51.20Z,38.2100367,-121.2648006,1715.271,-20.58,48.53,-6.72,69.600,52.238,1.85,112.98091,2.42410,3,4
2018-06-28T21:45:51.40Z,38.2100087,-121.2646627,1716.223,-20.41,48.47,-6.93,66.185,50.075,1.82,112.82845,2.35040,3,4
2018-06-28T21:45:51.60Z,38.2099807,-121.2645314,1716.626,-20.21,48.56,-6.83,63.373,48.336,2.10,112.59833,2.31468,3,4
2018-06-28T21:45:51.80Z,38.2099422,-121.2644246,1715.697,-20.21,48.73,-6.65,58.325,44.887,2.23,112.52059,2.16482,3,5
2018-06-28T21:45:52.00Z,38.2099108,-121.2643052,1714.448,-19.77,48.64,-6.60,52.044,40.626,2.23,112.11373,2.06783,3,6
2018-06-28T21:45:52.20Z,38.2098834,-121.2641778,1713.588,-19.46,49.16,-6.19,47.755,37.602,2.34,111.59596,2.41226,3,6
2018-06-28T21:45:52.40Z,38.2098566,-121.2640510,1712.795,-19.54,48.72,-5.50,44.484,35.249,2.47,111.85394,2.31068,3,6
2018-06-28T21:45:52.60Z,38.2098144,-121.2639567,1714.703,-19.13,48.74,-5.59,30.191,29.169,2.06,111.42740,1.90916,3,7
2018-06-28T21:45:52.80Z,38.2097764,-121.2638542,1717.047,-19.11,48.89,-5.30,24.331,26.755,1.93,111.35505,1.95079,3,8
2018-06-28T21:45:53.00Z,38.2097344,-121.2637597,1720.313,-19.30,48.91,-5.64,18.297,24.632,1.57,111.53055,1.92295,3,9
2018-06-28T21:45:53.20Z,38.2096920,-121.2636722,1723.728,-18.93,48.78,-5.70,15.100,23.274,1.26,111.20949,1.53792,3,8
2018-06-28T21:45:53.40Z,38.2096521,-121.2635773,1727.737,-18.90,49.09,-6.10,13.123,22.287,1.15,111.05558,1.49290,3,8
2018-06-28T21:45:53.60Z,38.2096179,-121.2634728,1730.823,-18.46,49.20,-5.82,11.547,21.414,1.06,110.56480,1.39456,3,9
2018-06-28T21:45:53.80Z,38.2095872,-121.2633585,1732.912,-18.58,49.56,-5.57,10.462,20.686,1.03,110.55284,1.31853,3,10
2018-06-28T21:45:54.00Z,38.2095571,-121.2632441,1735.454,-17.86,49.29,-5.92,9.856,20.090,0.94,109.91860,1.14830,3,10
2018-06-28T21:45:54.20Z,38.2095268,-121.2631312,1737.067,-17.68,49.18,-5.82,9.513,19.631,1.04,109.77547,1.19125,3,10
2018-06-28T21:45:54.40Z,38.2094974,-121.2630203,1739.463,-17.52,49.38,-5.97,8.910,18.956,0.80,109.53675,1.02865,3,11
2018-06-28T21:45:54.60Z,38.2094681,-121.2629109,1741.618,-17.06,49.73,-5.82,8.540,18.286,0.93,108.93194,1.16124,3,11
2018-06-28T21:45:54.80Z,38.2094399,-121.2628032,1743.738,-16.70,49.20,-6.07,8.062,17.470,0.86,108.74617,1.05606,3,11
2018-06-28T21:45:55.00Z,38.2094133,-121.2626932,1745.232,-16.65,48.89,-5.93,7.760,16.767,0.94,108.80257,1.11725,3,12
2018-06-28T21:45:55.20Z,38.2093854,-121.2625789,1747.457,-16.72,50.05,-5.90,7.543,16.325,0.87,108.47154,1.04509,3,12
2018-06-28T21:45:55.40Z,38.2093575,-121.2624654,1749.248,-16.47,49.70,-5.96,7.347,15.930,0.83,108.33110,1.03603,3,12
2018-06-28T21:45:55.60Z,38.2093301,-121.2623511,1751.114,-16.01,49.90,-6.08,7.167,15.568,0.84,107.78500,0.99540,3,12
2018-06-28T21:45:55.80Z,38.2093050,-121.2622390,1752.222,-15.90,49.97,-5.96,6.885,14.970,0.71,107.65030,0.89245,3,12
2018-06-28T21:45:56.00Z,38.2092790,-121.2621244,1753.864,-15.59,50.20,-6.10,6.645,14.466,0.71,107.25414,0.91600,3,12
2018-06-28T21:45:56.20Z,38.2092533,-121.2620089,1755.357,-15.56,50.28,-5.95,6.436,14.029,0.73,107.20014,0.90473,3,12
2018-06-28T21:45:56.40Z,38.2092266,-121.2618924,1757.280,-15.42,50.20,-6.26,6.261,13.654,0.74,107.07168,0.88365,3,12
2018-06-28T21:45:56.60Z,38.2092002,-121.2617774,1758.704,-15.45,50.18,-6.31,5.936,12.978,0.69,107.11648,0.81351,3,12
2018-06-28T21:45:56.80Z,38.2091756,-121.2616654,1759.760,-15.34,50.22,-6.29,5.711,12.488,0.68,106.99024,0.84218,3,12
2018-06-28T21:45:57.00Z,38.2091494,-121.2615510,1761.191,-15.47,50.17,-6.08,5.617,12.249,0.70,107.13502,0.87145,3,12
2018-06-28T21:45:57.20Z,38.2091239,-121.2614372,1762.381,-15.00,50.25,-5.99,5.518,12.015,0.69,106.61950,0.86544,3,12
2018-06-28T21:45:57.40Z,38.2090971,-121.2613223,1763.872,-15.23,50.15,-5.91,5.430,11.810,0.71,106.89250,0.89524,3,12
2018-06-28T21:45:57.60Z,38.2090703,-121.2612072,1765.332,-15.17,50.20,-5.68,5.358,11.648,0.72,106.81284,0.90663,3,12
2018-06-28T21:45:57.80Z,38.2090449,-121.2610933,1766.538,-15.19,50.48,-5.71,5.219,11.402,0.65,106.74986,0.75286,3,12
2018-06-28T21:45:58.00Z,38.2090196,-121.2609798,1767.502,-15.08,50.46,-5.64,5.103,11.194,0.64,106.63542,0.76054,3,12
2018-06-28T21:45:58.20Z,38.2089942,-121.2608660,1768.562,-15.09,50.48,-5.60,5.006,11.018,0.66,106.64390,0.79096,3,12
2018-06-28T21:45:58.40Z,38.2089675,-121.2607504,1769.992,-15.06,50.54,-5.61,4.916,10.859,0.63,106.58987,0.80001,3,11
2018-06-28T21:45:58.60Z,38.2089407,-121.2606342,1771.543,-14.99,50.69,-5.44,4.833,10.712,0.61,106.47530,0.79487,3,11
2018-06-28T21:45:58.80Z,38.2089138,-121.2605179,1773.121,-14.96,50.68,-5.50,4.763,10.580,0.62,106.44170,0.82401,3,11
2018-06-28T21:45:59.00Z,38.2088874,-121.2604016,1774.543,-15.03,50.85,-5.49,4.709,10.479,0.64,106.46191,0.85191,3,11
2018-06-28T21:45:59.20Z,38.2088611,-121.2602858,1775.788,-15.12,50.82,-5.51,4.657,10.376,0.64,106.56943,0.86585,3,11
2018-06-28T21:45:59.40Z,38.2088342,-121.2601705,1777.065,-15.41,50.39,-5.55,4.640,10.320,0.77,107.00775,1.16137,3,11
2018-06-28T21:45:59.60Z,38.2088070,-121.2600546,1778.349,-15.35,50.90,-5.79,4.626,10.253,0.80,106.78827,1.17148,3,12
2018-06-28T21:45:59.80Z,38.2087799,-121.2599379,1779.708,-15.13,50.96,-5.82,4.614,10.185,0.88,106.53207,1.22878,3,12
2018-06-28T21:46:00.00Z,38.2087533,-121.2598215,1781.280,-15.13,50.44,-5.82,4.603,10.120,0.87,106.69335,1.20230,3,12
2018-06-28T21:46:00.20Z,38.2087272,-121.2597044,1782.836,-14.87,51.07,-5.94,4.592,10.054,0.87,106.23437,1.18398,3,12
