time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-08T21:50:41.40Z,37.7148652,-121.3796515,1253.394,-37.65,32.34,-5.96,93.973,139.513,6.27,139.34393,1.73210,3,4
2018-08-08T21:50:41.60Z,37.7148745,-121.3796603,1266.291,-36.52,31.63,-7.19,45.703,52.664,2.93,139.10365,1.22128,3,7
2018-08-08T21:50:42.20Z,37.7146954,-121.3794424,1274.280,-35.15,31.05,-8.76,26.517,37.000,1.47,138.54510,0.79743,3,7
2018-08-08T21:50:42.40Z,37.7146498,-121.3793846,1277.828,-34.64,30.94,-9.04,22.154,32.244,1.27,138.23229,0.74664,3,8
2018-08-08T21:50:42.60Z,37.7145937,-121.3793275,1281.069,-34.52,30.93,-9.14,19.353,29.042,1.15,138.14021,0.70677,3,8
2018-08-08T21:50:42.80Z,37.7145371,-121.3792573,1282.952,-34.47,31.01,-9.21,17.698,26.587,1.09,138.02492,0.69919,3,8
2018-08-08T21:50:43.00Z,37.7144874,-121.3791938,1284.422,-34.26,31.20,-9.04,16.245,24.459,1.01,137.67449,0.74849,3,8
2018-08-08T21:50:43.20Z,37.7144324,-121.3791292,1286.654,-34.22,31.16,-9.05,15.149,22.599,1.03,137.67494,0.75140,3,9
2018-08-08T21:50:43.40Z,37.7143768,-121.3790629,1289.151,-34.03,31.19,-9.18,14.274,20.795,1.03,137.48578,0.75951,3,10
2018-08-08T21:50:43.60Z,37.7143194,-121.3789941,1291.258,-33.87,31.18,-9.30,13.737,19.174,1.11,137.37196,0.85319,3,9
2018-08-08T21:50:43.80Z,37.7142616,-121.3789255,1293.407,-33.82,31.35,-9.23,13.288,17.828,1.16,137.16986,0.87434,3,9
2018-08-08T21:50:44.00Z,37.7142042,-121.3788563,1295.980,-33.75,31.26,-9.37,12.883,16.703,1.17,137.19183,0.90904,3,9
2018-08-08T21:50:44.20Z,37.7141439,-121.3787842,1298.731,-33.67,31.56,-9.03,12.404,15.792,1.25,136.85867,0.95148,3,11
2018-08-08T21:50:44.40Z,37.7140779,-121.3787084,1301.283,-33.58,31.86,-9.19,11.599,14.977,1.02,136.49968,0.90311,3,12
2018-08-08T21:50:44.60Z,37.7140120,-121.3786318,1303.716,-33.04,31.67,-9.28,10.953,14.268,1.01,136.21291,0.83814,3,12
2018-08-08T21:50:44.80Z,37.7139510,-121.3785586,1305.994,-33.00,31.53,-9.31,10.308,13.692,0.85,136.30973,0.78107,3,13
2018-08-08T21:50:45.00Z,37.7138906,-121.3784870,1308.249,-32.98,31.46,-9.37,9.617,13.131,0.75,136.34627,0.70491,3,14
2018-08-08T21:50:45.20Z,37.7138314,-121.3784163,1310.435,-32.84,31.49,-9.45,8.999,12.632,0.69,136.20178,0.68722,3,14
2018-08-08T21:50:45.40Z,37.7137743,-121.3783465,1312.473,-32.61,31.61,-9.38,8.400,12.207,0.60,135.89750,0.66798,3,14
2018-08-08T21:50:45.60Z,37.7137173,-121.3782760,1314.278,-32.73,31.67,-9.34,7.965,11.847,0.65,135.94171,0.68222,3,14
2018-08-08T21:50:45.80Z,37.7136605,-121.3782044,1316.012,-32.53,31.84,-9.10,7.592,11.511,0.63,135.61066,0.66343,3,14
2018-08-08T21:50:46.00Z,37.7136027,-121.3781320,1317.828,-32.40,31.96,-9.23,7.270,11.178,0.62,135.39254,0.66539,3,14
2018-08-08T21:50:46.20Z,37.7135464,-121.3780608,1319.564,-32.16,31.71,-9.14,6.979,10.858,0.62,135.40558,0.67942,3,15
2018-08-08T21:50:46.40Z,37.7134897,-121.3779895,1321.275,-32.23,31.83,-9.04,6.743,10.590,0.62,135.35708,0.78092,3,15
2018-08-08T21:50:46.60Z,37.7134330,-121.3779177,1323.038,-31.96,31.77,-8.89,6.530,10.349,0.62,135.16625,0.77574,3,15
2018-08-08T21:50:46.80Z,37.7133761,-121.3778447,1324.934,-31.87,32.11,-8.86,6.336,10.123,0.62,134.79006,0.77347,3,15
2018-08-08T21:50:47.00Z,37.7133201,-121.3777720,1326.833,-31.80,31.89,-8.86,6.163,9.918,0.62,134.91921,0.77522,3,15
2018-08-08T21:50:47.20Z,37.7132644,-121.3776990,1328.731,-31.22,31.93,-8.85,6.021,9.734,0.67,134.35215,0.84010,3,15
2018-08-08T21:50:47.40Z,37.7132087,-121.3776253,1330.778,-31.01,32.16,-8.80,5.887,9.562,0.66,133.95846,0.85305,3,15
2018-08-08T21:50:47.60Z,37.7131536,-121.3775521,1332.818,-31.12,32.05,-8.89,5.732,9.394,0.58,134.15404,0.81809,3,15
2018-08-08T21:50:47.80Z,37.7130976,-121.3774774,1334.894,-31.28,32.22,-8.93,5.593,9.238,0.58,134.15077,0.81018,3,15
2018-08-08T21:50:48.00Z,37.7130413,-121.3774027,1336.905,-31.10,32.14,-8.79,5.467,9.091,0.59,134.06048,0.81838,3,15
2018-08-08T21:50:48.20Z,37.7129849,-121.3773283,1338.990,-31.15,32.20,-8.70,5.342,8.912,0.60,134.05396,0.74658,3,15
2018-08-08T21:50:48.40Z,37.7129298,-121.3772545,1341.250,-30.99,32.33,-8.71,5.238,8.710,0.61,133.79107,0.84889,3,15
2018-08-08T21:50:48.60Z,37.7128754,-121.3771812,1343.390,-30.68,32.47,-8.67,5.142,8.569,0.61,133.37697,0.86751,3,15
2018-08-08T21:50:48.80Z,37.7128210,-121.3771077,1345.523,-30.72,32.54,-8.54,5.050,8.443,0.61,133.35186,0.83078,3,15
2018-08-08T21:50:49.00Z,37.7127664,-121.3770338,1347.764,-30.78,32.45,-8.59,4.966,8.316,0.62,133.49064,0.81601,3,15
2018-08-08T21:50:49.20Z,37.7127115,-121.3769598,1349.802,-30.56,32.33,-8.51,4.901,8.197,0.70,133.38353,0.84916,3,15
2018-08-08T21:50:49.40Z,37.7126572,-121.3768855,1351.649,-30.37,32.85,-8.53,4.839,8.086,0.71,132.75441,0.83406,3,15
2018-08-08T21:50:49.60Z,37.7126029,-121.3768108,1353.457,-30.10,32.54,-8.27,4.779,7.979,0.72,132.76162,0.84227,3,15
2018-08-08T21:50:49.80Z,37.7125490,-121.3767362,1355.186,-30.02,32.71,-8.35,4.726,7.881,0.75,132.53945,0.84255,3,15
2018-08-08T21:50:50.00Z,37.7124950,-121.3766612,1356.947,-29.99,33.00,-8.15,4.675,7.789,0.73,132.26661,0.82376,3,15
