time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-06T21:02:16.20Z,38.5768213,-121.8540481,2171.536,41.41,-2.33,1.78,222.407,735.228,22.45,356.77896,6.89416,3,4
2018-08-06T21:02:16.40Z,38.5768440,-121.8540634,2170.330,39.39,-2.83,-3.63,170.704,453.025,8.65,355.89119,4.53246,3,4
2018-08-06T21:02:17.00Z,38.5776654,-121.8539778,1982.751,41.09,-3.44,0.85,26.482,67.139,1.77,355.21951,0.89086,3,11
2018-08-06T21:02:17.20Z,38.5777697,-121.8539575,1970.002,41.16,-3.46,0.38,22.093,55.638,1.49,355.19493,0.83086,3,11
2018-08-06T21:02:17.40Z,38.5778680,-121.8539542,1955.266,41.09,-3.80,0.12,18.625,45.269,1.27,354.71483,0.64471,3,12
2018-08-06T21:02:17.60Z,38.5779659,-121.8539557,1943.049,40.95,-3.69,-0.09,16.023,37.290,1.12,354.84761,0.75549,3,13
2018-08-06T21:02:17.80Z,38.5780638,-121.8539579,1934.116,40.78,-4.05,-0.52,13.634,30.959,0.88,354.33114,0.86781,3,15
2018-08-06T21:02:18.00Z,38.5781610,-121.8539659,1926.574,40.10,-4.38,-1.08,11.952,25.439,0.76,353.76536,0.71326,3,15
2018-08-06T21:02:18.20Z,38.5782391,-121.8539790,1922.860,40.42,-4.57,-0.94,10.824,21.133,0.93,353.55480,0.60179,3,16
2018-08-06T21:02:18.40Z,38.5783142,-121.8539884,1918.913,39.98,-4.83,-1.17,9.820,17.841,0.85,353.10977,0.58790,3,15
2018-08-06T21:02:18.60Z,38.5783947,-121.8539990,1914.750,40.12,-4.92,-0.61,8.934,14.723,0.87,353.00914,0.69748,3,14
2018-08-06T21:02:18.80Z,38.5784786,-121.8540131,1914.146,40.12,-5.31,-0.64,8.009,12.605,0.58,352.45814,0.61009,3,15
2018-08-06T21:02:19.00Z,38.5785575,-121.8540217,1913.524,40.55,-5.52,-0.65,7.307,11.876,0.62,352.24465,0.52930,3,15
2018-08-06T21:02:19.20Z,38.5786412,-121.8540333,1913.576,40.45,-5.35,-0.27,6.721,11.086,0.43,352.46773,0.45945,3,17
2018-08-06T21:02:19.40Z,38.5787245,-121.8540417,1913.152,40.57,-5.54,-0.12,6.176,10.366,0.40,352.23094,0.40026,3,17
2018-08-06T21:02:19.60Z,38.5788093,-121.8540498,1912.055,40.53,-5.79,-0.02,5.701,9.663,0.33,351.87457,0.36959,3,17
2018-08-06T21:02:19.80Z,38.5788897,-121.8540615,1911.616,40.55,-5.86,0.11,5.308,8.928,0.31,351.78139,0.37507,3,16
2018-08-06T21:02:20.00Z,38.5789648,-121.8540741,1909.658,40.63,-5.95,0.33,4.967,7.595,0.24,351.67131,0.32564,3,17
2018-08-06T21:02:20.20Z,38.5790391,-121.8540865,1908.901,40.36,-6.18,0.43,4.709,7.107,0.25,351.30022,0.33264,3,17
2018-08-06T21:02:20.40Z,38.5791142,-121.8540985,1908.544,40.41,-6.48,0.77,4.485,6.884,0.26,350.89040,0.32824,3,17
2018-08-06T21:02:20.60Z,38.5791911,-121.8541110,1908.352,40.78,-6.45,0.72,4.290,6.642,0.29,351.00530,0.32628,3,17
2018-08-06T21:02:20.80Z,38.5792659,-121.8541238,1908.157,40.63,-6.65,0.97,4.119,6.438,0.29,350.70674,0.32627,3,17
2018-08-06T21:02:21.00Z,38.5793398,-121.8541380,1907.795,40.67,-6.83,1.06,3.965,6.256,0.29,350.46566,0.31403,3,17
2018-08-06T21:02:21.20Z,38.5794148,-121.8541523,1907.329,40.72,-6.96,1.21,3.827,6.086,0.28,350.29901,0.30189,3,17
2018-08-06T21:02:21.40Z,38.5794885,-121.8541668,1906.933,40.80,-7.15,1.42,3.709,5.939,0.29,350.05789,0.30628,3,17
2018-08-06T21:02:21.60Z,38.5795620,-121.8541817,1906.435,40.87,-7.31,1.61,3.606,5.791,0.29,349.85311,0.30833,3,17
2018-08-06T21:02:21.80Z,38.5796349,-121.8541975,1905.924,40.88,-7.49,1.79,3.510,5.610,0.26,349.62262,0.30811,3,17
2018-08-06T21:02:22.00Z,38.5797080,-121.8542140,1905.403,40.99,-7.69,1.99,3.419,5.445,0.26,349.38154,0.30655,3,17
2018-08-06T21:02:22.20Z,38.5797817,-121.8542305,1905.009,41.13,-7.78,2.31,3.336,5.294,0.26,349.28812,0.31196,3,17
2018-08-06T21:02:22.40Z,38.5798560,-121.8542481,1904.883,41.18,-7.94,2.50,3.256,5.104,0.26,349.08389,0.31022,3,17
2018-08-06T21:02:22.60Z,38.5799307,-121.8542660,1904.410,41.30,-8.12,2.67,3.182,4.931,0.30,348.87061,0.31769,3,17
2018-08-06T21:02:22.80Z,38.5800050,-121.8542840,1903.725,41.41,-8.30,2.73,3.116,4.764,0.35,348.66710,0.32751,3,17
2018-08-06T21:02:23.00Z,38.5800799,-121.8543035,1903.208,41.45,-8.48,2.93,3.056,4.618,0.35,348.44366,0.33345,3,17
2018-08-06T21:02:23.20Z,38.5801547,-121.8543236,1902.513,41.64,-8.68,2.94,2.996,4.480,0.33,348.22122,0.31940,3,17
2018-08-06T21:02:23.40Z,38.5802296,-121.8543438,1901.930,41.71,-8.78,2.95,2.941,4.361,0.34,348.11418,0.32893,3,17
2018-08-06T21:02:23.60Z,38.5803044,-121.8543644,1901.144,41.83,-9.00,3.08,2.883,4.226,0.32,347.85474,0.31143,3,17
2018-08-06T21:02:23.80Z,38.5803788,-121.8543854,1900.321,41.87,-9.29,3.06,2.830,4.098,0.32,347.48699,0.29737,3,17
2018-08-06T21:02:24.00Z,38.5804535,-121.8544065,1899.546,41.87,-9.38,2.91,2.773,3.859,0.33,347.37463,0.30259,3,17
2018-08-06T21:02:24.20Z,38.5805280,-121.8544275,1898.486,42.04,-9.57,3.06,2.721,3.657,0.34,347.17473,0.30115,3,17
2018-08-06T21:02:24.40Z,38.5806026,-121.8544491,1897.415,42.07,-9.83,3.01,2.676,3.541,0.32,346.84279,0.29339,3,17
2018-08-06T21:02:24.60Z,38.5806771,-121.8544718,1896.374,42.08,-10.07,2.90,2.633,3.437,0.32,346.54434,0.29233,3,17
2018-08-06T21:02:24.80Z,38.5807518,-121.8544947,1895.346,42.12,-10.20,2.93,2.592,3.344,0.35,346.38156,0.30663,3,17
2018-08-06T21:02:25.00Z,38.5808266,-121.8545181,1894.440,42.09,-10.49,2.84,2.556,3.259,0.34,346.00157,0.30583,3,17
2018-08-06T21:02:25.20Z,38.5809020,-121.8545423,1893.691,42.16,-10.68,2.81,2.523,3.183,0.35,345.78669,0.30916,3,17
2018-08-06T21:02:25.40Z,38.5809776,-121.8545670,1893.003,42.23,-10.86,2.76,2.491,3.114,0.36,345.57381,0.31674,3,17
